This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201712 CRSP database.,,,,,,,,,,,,,,,,,,
197611,2.31,0.81,0.07,3.24,1.7,0.7,-0.26,0.19,2.85,3.42,0.84,2.34,2.59,-0.17,-0.43,-0.17,1.92,-0.57
197612,6.4,5.98,5.92,5.88,6.53,6.23,5.49,6.13,6.84,5.44,7.25,6,5.62,6.52,5.42,5.53,5.71,6.31
197701,-3.64,-3.03,-4.36,-4.01,-2.43,-2.59,-5.77,-3.44,-3.67,-4.17,-3.05,-1.96,-3.25,-2.28,-5.03,-6.17,-4.35,-3.03
197702,-1.53,-1.64,-1.74,-1.4,-2.47,-0.59,-2.03,-1.72,-2.23,-1.03,-1.74,-3.01,-1.92,0.02,-2.51,-1.77,-2.31,-1.46
197703,-0.22,-1.09,-1.27,-0.02,-1.06,-0.55,-2.45,-0.54,-0.13,0.04,-0.55,-1.45,0.37,-0.97,-1.92,-2.74,0.23,-0.88
197704,2.64,0.62,-0.5,2.73,1.46,0.28,0.14,-0.5,4.2,2.07,2.51,0.66,-0.59,0.68,1.34,-0.5,1.15,-1.23
197705,-1.62,-0.22,-1.44,-1.34,-1.02,-0.05,-1.37,-1.27,-0.83,-1.57,-2.07,-0.2,-0.99,0.38,-0.61,-1.79,0.12,-1.89
197706,4.57,4.45,5.82,4.97,5.01,3.3,5.05,6.34,7.02,4.03,3.95,5.8,4.62,2.71,5.61,4.73,6.26,6.37
197707,-1.59,-1.08,-1.3,-2.82,0.14,-0.81,-1.65,-1.31,-3.52,-2.48,0.56,-0.27,-0.76,-0.9,-2.14,-1.28,-1.63,-1.04
197708,-1.99,-1.11,-1.13,-1.36,-2.55,-1.31,0.1,-1.69,-3.28,-0.43,-3.06,-2.05,-1.57,-0.88,-0.07,0.24,-2.2,-1.28
197709,-0.68,0.4,0.19,-1.73,0.58,1.08,-0.22,0.26,-2.24,-1.49,1.13,0.04,2.05,-0.47,-0.56,0.02,0.52,0.04
197710,-3.62,-4.04,-3.84,-3.75,-3.81,-4.13,-4.04,-3.66,-4.65,-3.34,-3.39,-4.22,-4.5,-3.52,-3.75,-4.26,-4.44,-3.02
197711,5.17,4.81,3.83,5.49,4.87,4.58,4.29,3.86,5.88,5.31,4.63,5.11,4.1,5.35,5.04,3.75,3.8,3.91
197712,-0.12,0.76,0.99,-0.33,0.41,1.24,0.21,1.27,0.25,-0.61,0.25,0.58,1.55,0.75,0.01,0.35,0.93,1.53
197801,-4.84,-5.12,-6.19,-4.71,-4.76,-4.84,-6.82,-5.7,-4.44,-4.84,-5.04,-4.48,-4.64,-5.17,-6.09,-7.36,-6.01,-5.44
197802,-0.91,-0.37,-1.47,-1.4,-0.58,0.63,-1.66,-1.42,-1.56,-1.33,-0.07,-1.08,1.67,-1.04,-1.73,-1.61,-1.5,-1.35
197803,3.68,4.06,2.62,3.49,3.95,4.05,3.97,2.13,5.92,2.35,3.99,3.92,3.36,5.18,4.17,3.82,2.8,1.6
197804,7.26,7.41,10.02,8.25,5.89,6.47,10.86,9.42,9.02,7.87,5.62,6.17,5.69,7.75,10.06,11.47,8.77,9.93
197805,2.37,2.17,2.19,3.01,2.2,1.74,2.77,1.78,3.24,2.9,1.26,3.14,0.72,3.39,2.29,3.13,2.15,1.5
197806,-0.83,-0.54,-1.95,-0.9,-0.42,-0.93,-0.88,-2.16,-1.03,-0.84,-0.7,-0.15,-0.97,-0.87,-0.1,-1.45,-2.83,-1.63
197807,5.19,5.4,6.09,4.97,6.01,4.13,6.03,6.47,6.29,4.32,5.54,6.47,3.38,5.34,6.89,5.19,5.84,6.96
197808,3.25,4.04,5.07,3.77,3.81,3.92,4.5,4.91,5.53,2.91,2.4,5.17,3.7,4.26,3.52,5.46,5,4.84
197809,-0.52,-0.87,-0.93,-0.27,-0.85,-0.51,-0.92,-1.16,1.87,-1.35,-0.93,-0.78,-0.26,-0.92,-1.51,-0.35,-0.29,-1.85
197810,-12.59,-10.84,-10.77,-13.07,-11.71,-10.07,-10.99,-10.92,-16.51,-11.27,-11.81,-11.62,-8.94,-11.89,-11.62,-10.39,-11.15,-10.74
197811,3.7,3.44,3.39,3.27,4.12,3.34,3.19,3.54,3.01,3.4,4.4,3.86,3.21,3.56,3.35,3.04,3.13,3.86
197812,-0.1,1.14,2.9,-0.67,0.94,1.09,1.18,3.65,0.66,-1.32,0.79,1.08,0.52,2.03,1.26,1.11,2.82,4.31
197901,7.74,4.49,4.11,9.2,5.64,4.63,3.91,4.01,11.23,8.17,5.45,5.82,4.44,4.92,3.43,4.37,3.17,4.66
197902,-2.86,-2.72,-3.25,-2.42,-3.36,-2.53,-3.22,-3.09,-1.96,-2.66,-3.58,-3.15,-2.24,-3,-2.78,-3.64,-3.08,-3.1
197903,6.78,5.73,6.79,6.9,6.42,5.04,6.49,6.95,9.08,5.75,6.57,6.27,4.18,6.47,6.57,6.4,6.49,7.3
197904,-0.88,0.85,1.26,-0.74,-0.24,0.25,1.38,1.46,-0.25,-1,-1.12,0.58,-1,2.3,2.01,0.78,1.08,1.75
197905,-0.54,-1.66,-1.68,-0.39,-0.92,-1.14,-2.11,-1.82,-0.5,-0.33,-0.77,-1.06,-0.91,-1.5,-2.9,-1.36,-2.48,-1.32
197906,6.11,4.49,4.05,5.44,6.09,4.6,4.54,3.62,6.74,4.72,7.21,5.04,4.22,5.2,3.97,5.09,4.94,2.64
197907,2.24,1.83,1.12,2.05,1.39,2.03,2.8,0.34,2.46,1.76,2.56,0.6,2.02,2.03,2.8,2.81,1.69,-0.81
197908,5.24,6.48,6.56,5.08,4.55,7.9,6.8,6.35,6.79,3.84,5.52,3.88,7.18,8.59,6.55,7,6.55,6.17
197909,-0.73,-0.33,0.51,-1.85,-0.39,0.23,0.4,0.31,-1.31,-2.24,1.09,-1.45,0.21,0.26,-0.28,0.94,1.17,-0.45
197910,-8.23,-7.23,-6.46,-8.4,-7.38,-6.91,-6.92,-6.7,-10.35,-6.94,-7.97,-6.94,-6.98,-6.84,-8.14,-5.96,-5.31,-7.93
197911,6.88,5.58,6.35,6.66,5.7,6.73,5.27,6.53,6.25,6.95,7.23,4.59,7.54,5.95,4.34,5.98,5.9,7.1
197912,2.85,2.64,2.43,2.78,2.02,2.99,2.68,2.53,4.84,1.29,2.97,1.31,2.8,3.18,3.29,2.22,3,2.1
198001,7.2,5.37,6.51,7.02,3.72,7.34,6.62,6.22,9.62,5.06,7.48,0.89,6.17,8.47,5.95,7.13,5.87,6.54
198002,0.93,-2.16,0.29,-1.1,0.7,-1.08,-2.02,0.49,0.48,-2.33,4.03,-1.96,-1.39,-0.8,-4.55,-0.12,3.6,-2.31
198003,-13.63,-9.8,-11.5,-13.35,-10.23,-11.51,-9.49,-12.27,-16.95,-10.49,-14.05,-6.98,-10.56,-12.4,-8.97,-9.87,-11.87,-12.65
198004,6.88,4.96,4.22,6.64,6.67,5.46,4.38,3.52,4.61,8.14,7.23,6.23,6.33,4.63,2.65,5.64,5.24,1.86
198005,5.92,6.29,5.61,6.57,5.71,6.26,6.45,5.17,6.38,6.7,4.98,6.28,5.84,6.67,6.39,6.49,5.37,4.97
198006,4.14,2.56,3.75,4.09,2.73,3.24,2.84,3.97,3.9,4.22,4.22,1.55,4.02,2.48,2.18,3.31,3.43,4.51
198007,4.98,6.67,8.36,3.96,5.54,6.55,8.3,8.47,5.65,2.86,6.7,4.68,6.14,6.89,8.49,8.14,9.34,8.09
198008,0.9,2.83,2.43,0.66,2.42,2.98,1.76,2.97,1.38,0.17,1.29,3.28,2.72,3.19,2.22,1.38,2.6,3.14
198009,2,2.99,3.54,1.33,1.5,3.24,4.26,3.33,0.5,1.89,3.1,0.31,2.71,3.66,4.64,3.95,3.07,3.44
198010,0.81,1.71,3.07,0.59,0.06,2,2.19,3.88,2.33,-0.58,1.17,-0.8,2.25,1.8,3.09,1.45,0.23,5.51
198011,5.64,11.71,12.1,4.85,5.57,14.62,11.46,12.62,5.54,4.4,6.87,4.55,12.02,16.68,11.94,11.06,11.41,13.13
198012,-1.52,-2.64,-4.03,-1.7,-0.91,-3.23,-3.81,-3.76,-3.61,-0.42,-1.25,-0.62,-3.36,-3.13,-2.91,-4.58,-1.56,-4.68
198101,-0.62,-4.05,-5.67,-0.16,0.08,-5.48,-4.49,-6.48,2.11,-1.63,-1.31,1.23,-3.72,-6.82,-5.04,-4.02,-4.85,-7.18
198102,1.04,2.8,1.36,0.51,1.6,2.39,4.22,0.05,0.98,0.2,1.86,1.39,2.27,2.48,4.51,3.97,2.38,-0.97
198103,8.16,4.32,3.04,8.76,6.27,4.02,4.64,1.94,8.24,9.11,7.27,5.47,4.24,3.86,4.03,5.16,4.24,0.9
198104,-0.64,-0.52,-1.66,-0.2,1.07,-0.81,-2.52,-1.2,0.09,-0.39,-1.33,3.05,-0.48,-1.07,-2.5,-2.53,-0.02,-1.75
198105,2.06,0.85,0.97,2.05,2.8,0.22,0.46,1.06,2.57,1.69,2.07,3.37,0.62,-0.1,0.07,0.79,2.64,0.31
198106,0.19,-1.21,-0.96,-1.01,0.39,-0.91,-1.6,-0.79,-2.35,-0.07,2,-0.87,-1.69,-0.27,-1.99,-1.28,-2.41,0.01
198107,-1.78,-0.98,1.24,-1.93,-1.76,-0.63,0.45,1.05,-2.44,-1.67,-1.51,-2.01,-0.96,-0.25,-0.98,1.6,-0.18,1.86
198108,-6.37,-5.27,-6.23,-6.47,-6.58,-4.22,-6.25,-6.14,-7.91,-5.72,-6.2,-6.95,-3.92,-4.56,-6.06,-6.39,-5.6,-6.49
198109,-5.39,-4.73,-6.75,-5.56,-5.05,-4.78,-5.47,-7.04,-8.45,-4.09,-5.09,-5,-2.95,-6.88,-4.5,-6.22,-6.42,-7.45
198110,3.68,5.95,7.41,2.54,6.54,4.89,7.37,7.24,3.56,2.04,5.61,7.45,4.05,5.9,6.94,7.7,9.06,5.99
198111,5.01,4.05,4.18,5.1,5,3.98,4.02,4.05,3.39,5.94,4.85,5.14,4.16,3.77,3.53,4.4,2.93,4.85
198112,-3.03,-2.06,-3.28,-2.81,-2.75,-1.83,-3.2,-2.97,-4.18,-2.15,-3.39,-2.14,-1.32,-2.44,-2.41,-3.82,-2.74,-3.13
198201,-1,-2.53,-2.55,-0.84,-1.48,-2.8,-3.14,-1.96,-1.46,-0.55,-1.26,-1.69,-2.02,-3.74,-2.53,-3.62,-2.89,-1.32
198202,-1.57,-4.73,-6.29,-1.37,-2.39,-5.17,-6.44,-5.61,-2.86,-0.67,-1.9,-2.87,-5.49,-4.77,-5.06,-7.54,-5.08,-5.96
198203,0.69,-0.63,-1.39,0.98,0.18,-0.65,-0.83,-1.8,1.34,0.82,0.2,0.15,-0.04,-1.39,-1.06,-0.63,0.33,-3.29
198204,3.95,3.77,5.39,3.91,4.68,2.6,4.44,6.1,3.83,3.95,4.02,5.31,1.44,4.02,4.85,4.1,5.79,6.32
198205,-3.48,-3.06,-2.23,-2.89,-4.19,-2.32,-2.55,-2.61,-2.43,-3.11,-4.48,-3.92,-2.82,-1.72,-3.78,-1.53,-3.78,-1.78
198206,-1.26,-2.36,-1.83,-1.05,-2.32,-2.5,-1.27,-2.36,-1,-1.08,-1.62,-2.98,-3.13,-1.77,-1.77,-0.86,-2.38,-2.35
198207,-2.55,-2.25,-1.71,-2.87,-2.03,-2.56,-2.27,-1.22,-2.68,-2.99,-2.12,-1.96,-1.46,-3.77,-1.9,-2.7,-2.83,0.06
198208,13.69,12.2,10.35,12.65,14.75,11.75,11.64,9.65,13,12.43,15.12,14.45,11.94,11.53,11.51,11.79,9.94,9.42
198209,0.92,1.33,3,0.49,1.05,1.42,2.16,3.12,1.08,0.1,1.51,0.66,0.98,1.92,1.64,2.76,2.94,3.26
198210,12.57,11.13,12.37,13.6,12.36,10.25,11.15,12.99,17.31,11.2,11.19,13.35,8.71,11.99,11.19,11.1,13.53,12.57
198211,6.68,4.35,5.69,7.17,5.52,3.98,4.54,6.21,9.23,5.73,6.02,5.1,4.43,3.49,4.48,4.62,4.9,7.25
198212,1.73,0.64,1.65,1.79,1.24,-0.05,0.56,2.78,2.54,1.25,1.65,0.9,0.28,-0.43,1.67,-0.7,0.93,4.22
198301,4.13,4.93,3.13,4.72,4.04,5.72,3.36,3.26,4.85,4.62,3.32,4.64,8.5,2.55,3.79,2.85,2.77,3.62
198302,4.75,2.7,3.2,4.67,3.59,3.03,2.68,3.19,4.39,4.89,4.86,2.55,2.44,3.75,2.23,3.22,3.36,3.05
198303,3.97,3.22,3.69,4.44,3.32,3.37,2.93,4.03,6.42,2.98,3.31,3.32,2.61,4.27,2.9,2.96,4.49,3.68
198304,7.66,7.07,7.44,8.35,6.86,7.44,6.55,7.82,11.23,6.13,6.69,7,6.02,9.08,6.5,6.61,6.12,9.12
198305,2.86,-0.07,1.01,2.84,1.43,0.75,-0.85,1.4,2.19,3.37,2.89,0.21,-0.65,2.33,-1.71,0.15,2.58,0.53
198306,1.52,4.01,4.74,2.52,2.09,2.8,5.84,4.48,4.18,1.2,0.05,3.82,2.43,3.22,6.3,5.31,3.78,5.01
198307,-2.59,-3.18,-3.73,-3.92,-1.9,-2.73,-3.82,-3.86,-4.4,-3.63,-0.89,-2.96,-2.79,-2.65,-4.17,-3.42,-4.16,-3.65
198308,-0.66,1.42,-0.11,-0.36,0.12,1.82,0.61,-0.36,-1.91,0.57,-1.04,1.34,2.96,0.44,0.72,0.48,0.43,-0.89
198309,1.45,1.86,1.72,0.7,2.44,1.34,2,1.81,-1.26,1.85,2.39,2.49,2.14,0.35,2.45,1.5,1.52,2
198310,-2.21,-2.24,-2.84,-4.01,-0.5,-2.74,-2.32,-2.93,-7.04,-2.29,0,-1.01,-3.15,-2.23,-2.08,-2.6,-1.6,-3.84
198311,4.07,2.6,2.31,5.3,2.22,2.58,3.62,1.56,6.14,4.85,2.61,1.81,1.93,3.37,3.16,4.14,2.34,1.01
198312,-2.28,-1.16,-0.06,-2.48,-1.91,-1.11,-0.55,0.02,-2,-2.75,-2.03,-1.79,-0.7,-1.61,-0.83,-0.24,-0.6,0.45
198401,-2.11,0.53,-2.47,-1.8,-1.58,0.52,-0.37,-2.55,-0.58,-2.49,-2.49,-0.63,1.67,-0.88,1.28,-2.26,-1.67,-3.16
198402,-5.47,-3.27,-3.99,-5.15,-4.39,-4.3,-2.67,-4.02,-6.73,-4.24,-5.86,-2.87,-3.55,-5.23,-1.62,-3.91,-3.42,-4.46
198403,2.73,0.54,1.34,3.06,1.46,0.4,0.77,1.57,2.42,3.42,2.31,0.61,-0.9,2.05,0.74,0.8,0.99,2
198404,-2.87,1.66,0.87,-3.92,-0.37,1.86,1.04,1.19,-5.49,-3.04,-1.56,0.84,1.49,2.32,1.79,0.14,1.79,0.74
198405,-7.27,-4.65,-4.5,-8.08,-4.81,-5.89,-3.44,-4.83,-10.44,-6.8,-6.28,-3.36,-6.11,-5.63,-3.21,-3.71,-4.44,-5.11
198406,0.27,3.63,3.41,-0.35,2.25,4.62,3.16,2.91,-1.14,0.06,1.01,3.45,5.67,3.34,1.92,4.59,3.5,2.47
198407,-4.52,-2.17,-0.89,-6.03,-1.89,-2.57,-2.53,-0.09,-9.15,-3.92,-2.8,-1.14,-2.31,-2.85,-2.4,-2.65,-1.37,1
198408,12.67,11.08,11.17,13.17,11.76,10.83,11.07,11.24,13.48,12.96,12.12,11.47,11.29,10.34,11.13,11.01,11.04,11.41
198409,-0.94,-0.18,0.32,-1.68,-0.27,0.37,0.52,-0.34,-2.91,-0.88,-0.09,-0.4,1.25,-0.59,-0.81,1.81,-1.14,0.33
198410,-0.01,-0.36,0.69,-1.88,0.8,-1.19,0.64,0.76,-3.56,-0.83,2.09,-0.23,-1.37,-1,0.74,0.54,0.92,0.63
198411,-1.12,-0.68,-1.51,-1.64,-0.39,-0.22,-1.29,-1.78,-4.18,-0.04,-0.56,-0.26,0.18,-0.65,-1.67,-0.92,-1.27,-2.19
198412,2.1,2.3,2.8,0.86,2.81,1.99,2.82,2.75,0.26,1.23,3.42,2.31,2.41,1.55,2.72,2.91,2.5,2.95
198501,9.82,7.94,8.84,10.97,8.51,7.17,8.15,9.37,12.69,9.95,8.62,8.42,7.32,7,8.64,7.67,7.78,10.65
198502,0.64,1.76,2.37,1.3,0.41,1.99,2.72,2,0.51,1.79,-0.06,0.8,1.17,2.89,2.22,3.21,3.12,1.11
198503,-1.02,0.24,-0.41,-1.14,-0.65,0.86,0.27,-0.87,-2.01,-0.61,-0.89,-0.46,0.19,1.58,-0.08,0.61,0.68,-2.11
198504,-0.96,-0.14,-0.36,-1.55,-0.17,0.45,-0.37,-0.64,-3.73,-0.24,-0.33,-0.05,0.13,0.78,-1.03,0.26,-0.29,-0.94
198505,5.36,5.87,5.92,4.83,5.26,6.26,5.83,6.13,1.57,6.71,5.93,4.72,6.68,5.82,6.22,5.46,6.12,6.13
198506,1.57,2.14,1.41,1.15,1.81,2.78,1.6,1.34,-0.52,2.08,2.01,1.66,3.22,2.27,1.65,1.56,2.16,0.66
198507,0.45,-0.4,-0.36,1.25,0,-0.73,-0.65,-0.09,1.95,0.77,-0.51,0.58,-1.3,-0.25,-0.38,-0.83,-1.86,1.17
198508,-0.55,-0.32,-0.62,-1.03,0.26,-0.87,-0.05,-0.84,-1.36,-0.79,0.03,0.52,-0.25,-1.38,0.24,-0.25,-0.5,-1.07
198509,-5.06,-3.57,-3.58,-5.72,-4.76,-3.26,-3.1,-3.81,-6.72,-5.01,-4.29,-5.31,-3.36,-3.17,-2.98,-3.19,-3.62,-3.95
198510,4.51,4.59,4.78,4.3,5.22,4.33,4.27,5.1,5.14,3.71,4.76,5.75,4.18,4.45,4.33,4.24,6.5,4.13
198511,7.16,7.19,7,7.46,6.33,8.06,5.89,7.86,8.02,7.05,6.82,5.75,7.53,8.5,6.46,5.49,7.02,8.46
198512,4.01,4.72,4.82,3.31,4.29,5.26,3.48,5.92,2.13,4.17,4.8,3.67,5.02,5.46,4.34,2.87,4.62,6.81
198601,4.08,0.32,0.25,5.01,2.35,-0.94,0.38,0.84,5.2,4.87,3.03,1.51,-0.28,-1.47,2.1,-0.82,0,1.4
198602,7.9,7.53,7.78,7.02,7.88,7.65,8.01,7.63,5.66,7.97,8.92,6.58,7.9,7.44,7.93,8.06,9.27,6.54
198603,4.47,5.19,6.29,5.65,3.92,4.61,6.6,6.1,6.98,4.75,3.13,4.94,4.57,4.65,6.54,6.65,6.61,5.75
198604,-3.7,-0.31,0.02,-4.48,-2.26,-0.34,-0.05,0.33,-3.54,-5.14,-2.79,-1.61,0.97,-1.43,0.61,-0.53,0.17,0.43
198605,3.98,5.04,5.92,3.47,4.72,4.92,5.88,5.73,2.73,4.01,4.56,4.92,5.39,4.53,5.34,6.27,6.97,4.89
198606,0.12,2.18,1.75,0.42,0.61,2.13,2.38,1.5,-1.15,1.53,-0.23,1.63,3.88,0.61,2.63,2.2,2.54,0.8
198607,-5.71,-4.75,-6.85,-6.98,-5.23,-4.18,-4.74,-7.7,-10.62,-4.43,-4,-6.53,-3.9,-4.37,-4.52,-4.92,-7.26,-8.38
198608,7.38,6.91,6.19,6.88,8.04,6.81,7.02,5.59,5.61,7.72,8.04,8.04,5.2,7.87,6.42,7.5,5.75,5.34
198609,-8.18,-8.32,-8.09,-8.38,-7.55,-8.02,-8.93,-7.9,-8.21,-8.48,-7.91,-7.17,-6.89,-8.74,-9.43,-8.52,-6.9,-9.45
198610,5.09,5.98,4.73,3.58,6.46,5.38,5.74,4.72,3.05,3.91,7.06,5.83,6.62,4.57,6.96,4.76,3.18,7.19
198611,0.42,2.05,1.94,-0.07,1.55,2.46,1.72,1.93,-1.42,0.78,1.06,2.07,1.68,2.98,1.41,1.97,2.11,1.65
198612,-3.22,-2.93,-2.46,-2.9,-3.24,-2.36,-2.67,-2.81,-2.91,-2.9,-3.62,-2.83,-3.19,-1.82,-3.86,-1.69,-3.13,-2.32
198701,12.84,12.27,13.19,11.72,13.78,12.78,12.35,13.04,10.69,12.36,14.27,13.25,11.98,13.3,10.9,13.53,12.29,14.19
198702,6.36,3.61,4.92,8.27,4.03,4.25,3.44,5.19,11.5,6.27,3.98,4.09,4.88,3.85,2.35,4.3,4.87,5.68
198703,0.57,1.32,3.35,-0.55,2.06,1.02,2.45,3.36,0.27,-1.09,2.04,2.09,0.28,1.48,1.32,3.33,4.01,2.4
198704,-1.52,-2.31,-1.17,-2.42,-1.2,-2.55,-1.35,-1.32,-2.7,-2.23,-0.38,-2.1,-2.99,-2.27,-2.07,-0.81,-1.05,-1.74
198705,-0.5,0.9,0.82,-0.29,-0.28,1.53,0.48,0.92,1.26,-1.31,-0.76,0.26,1.31,1.67,0.3,0.62,0.93,0.89
198706,3.17,4.56,5.2,2.66,3.97,3.8,5.53,5.2,-0.11,4.56,3.79,4.16,4.1,3.62,6,5.18,5.57,4.65
198707,5.24,3.31,4.99,6.33,3.75,3.59,4.02,4.88,5.86,6.61,4.14,3.36,3.38,3.72,2.81,5.21,4.43,5.5
198708,2.91,3.93,4.58,2.61,3.29,4.22,3.83,4.96,0.35,3.97,3.21,3.36,2.91,5.02,3.8,3.86,4.93,5.01
198709,-1.07,-2.06,-2.66,-0.37,-2.05,-1.48,-2.26,-3.17,0.29,-0.75,-1.79,-2.31,-0.74,-1.92,-2.86,-1.68,-2.46,-4.16
198710,-25.18,-21.1,-22.52,-28.41,-22.19,-20.89,-20.44,-23.7,-32.26,-26.17,-21.76,-22.62,-21.94,-20.25,-20.58,-20.31,-23.05,-24.64
198711,-5.59,-7.24,-8.55,-5.28,-6.28,-7.77,-8.11,-8.06,-4.63,-5.64,-5.89,-6.66,-5.22,-9.26,-6.71,-9.45,-7.34,-9.1
198712,5.61,7.34,7.79,6.15,6.37,7.64,7.23,7.8,6.38,6.02,5.09,7.66,7.76,7.56,6.68,7.77,7.26,8.6
198801,4.8,4.7,4.35,3.78,4.77,5.04,5.01,3.82,3.08,4.16,5.78,3.77,5.16,4.96,4.68,5.33,3.51,4.28
198802,4.41,4.82,5.59,6.17,3.62,4.89,4.78,6.09,7.84,5.26,2.75,4.51,5.4,4.57,4.89,4.68,6.07,6.11
198803,-0.73,-2.08,-2.36,0.54,-1.54,-1.83,-3.15,-1.88,3.82,-1.3,-1.99,-1.09,-0.12,-2.86,-3.04,-3.25,-1.73,-2.09
198804,0.53,1.79,0.29,1.6,0.35,2.26,0.89,0.18,3.05,0.76,-0.58,1.24,1.7,2.61,1.31,0.49,0.28,0.05
198805,0.54,0.51,0.2,-0.43,0.97,0.38,0.74,-0.08,-1.51,0.19,1.56,0.41,-0.51,0.92,0.77,0.71,0.16,-0.42
198806,4.46,5.03,5.55,4.64,4.5,4.18,5.8,5.84,5.05,4.41,4.27,4.73,4.72,3.86,6.6,5.03,6.3,5.16
198807,-0.32,-0.65,-1.04,-0.21,-0.16,-0.78,-1.19,-0.79,0.1,-0.39,-0.47,0.15,0.34,-1.77,-0.8,-1.54,-1.18,-0.28
198808,-1.56,-2.96,-2.86,-2.17,-0.88,-3.5,-3.33,-2.43,-3.64,-1.34,-0.71,-1.05,-2.72,-4.21,-2.87,-3.74,-1.9,-3.11
198809,2.89,3.2,5.24,1.93,4.04,2.52,4.63,5.37,2.3,1.73,4.21,3.86,1.31,3.64,4.23,4.98,6.01,4.53
198810,0,2.25,2.27,-0.57,1.43,2.83,1.74,2.31,-1.59,0,0.77,2.08,2.51,3.11,1.23,2.19,4.18,-0.19
198811,-1.83,-1.56,-1.75,-1.3,-2.08,-1.88,-1.32,-1.77,-2.07,-0.88,-2.55,-1.63,-1.26,-2.44,-0.88,-1.71,-1.29,-2.44
198812,1.65,2.03,2.43,1.47,2.24,2.1,1.99,2.48,3.47,0.37,1.91,2.56,1.72,2.45,1.61,2.32,1.7,3.53
198901,6.73,6.31,6.93,7.33,5.45,6.52,7.3,6.43,7.58,7.19,5.9,5.01,6.58,6.47,6.56,7.95,6.74,6.02
198902,-0.46,-2.16,-1.79,-0.87,-0.94,-2.57,-1.7,-1.73,0.16,-1.44,0.11,-1.95,-2.4,-2.72,-1.48,-1.9,-2.12,-1.23
198903,2.66,1.48,2.95,3.05,2.4,0.25,2.99,3.02,4.13,2.44,2.11,2.67,1.49,-0.87,3.21,2.8,3.04,2.99
198904,4.98,4.8,5.5,5.3,4.25,4.37,6.31,4.96,6.49,4.62,4.53,3.98,3.01,5.63,6.01,6.59,4.91,5.02
198905,4.22,4.01,4.31,4.16,4.15,2.87,4.76,4.71,4.78,3.79,4.31,4,3,2.76,6.12,3.57,4.48,4.98
198906,-1,-0.04,-1.04,-0.6,-0.18,0.3,-1.2,-0.97,-1.46,-0.08,-1.56,1.19,0.38,0.23,-1.23,-1.18,-0.78,-1.21
198907,5.75,7.61,9.07,5.94,6.72,6.56,8.37,9.71,4.03,6.81,5.44,7.86,7.46,5.96,8.97,7.68,8.81,10.85
198908,2.57,1.82,2.32,2.44,2.12,1.65,2.56,2,2.56,2.38,2.79,1.53,1.15,1.98,2.16,3.03,2.42,1.47
198909,-0.42,-0.57,0.59,-0.88,0.3,-1.11,0.02,0.74,-0.73,-0.94,0.29,0.31,-0.25,-1.69,-0.19,0.26,-0.51,2.3
198910,-3.41,-2.31,-3.15,-3.64,-2.42,-1.81,-3.43,-2.88,-5.12,-2.98,-3.04,-1.87,-0.78,-2.52,-3.16,-3.74,-2.04,-3.88
198911,2.37,2.32,0.9,2.13,2.79,1.85,2.34,0.46,2.19,2.1,2.74,2.82,2.41,1.46,2.75,1.86,0.66,0.21
198912,1.21,3,1.01,0.35,1.85,2.5,2.81,1.02,-0.68,0.79,2.53,1.26,2.9,2.22,4.37,0.98,1.24,0.75
199001,-6.76,-6.92,-7.53,-6.64,-7.4,-6.31,-7.3,-7.69,-8.06,-6.05,-6.95,-7.8,-6.77,-5.99,-7.39,-7.19,-7.03,-8.51
199002,2.08,1.56,1.48,2.37,2.4,1.82,0.99,1.51,2.27,2.41,1.65,3.06,0.9,2.47,0.64,1.42,1.51,1.51
199003,1.3,2.08,3.35,1.26,0.65,1.57,3.27,3.56,1.47,1.17,1.36,0.04,1.39,1.7,3.57,2.91,3.83,3.21
199004,-4.39,-2.87,-1.81,-4.46,-4.39,-2.36,-3.05,-1.16,-4.26,-4.53,-4.28,-4.49,-4.52,-0.87,-2.93,-3.2,-0.74,-1.72
199005,7.84,8.61,10.05,7.65,8.44,8.63,9.63,9.65,8.37,7.36,8.13,8.71,7.76,9.21,8.55,10.93,8.98,10.53
199006,0.71,-1.15,-0.14,-0.03,-0.09,-0.61,-1.6,0.51,0.71,-0.34,1.85,-1.76,-0.79,-0.49,-1.65,-1.55,1.17,-0.34
199007,-1.62,-0.19,-1.89,-3.24,0.25,0.23,-1.02,-2.12,-4.59,-2.5,0.68,-0.13,0.03,0.35,-0.7,-1.4,-2.25,-1.97
199008,-10.16,-8.95,-9.67,-11.25,-8.77,-8.77,-9.68,-9.4,-14.27,-9.64,-8.69,-8.83,-9.09,-8.56,-9.21,-10.24,-9.35,-9.46
199009,-7.36,-4.06,-6.06,-8.14,-5.66,-4.08,-5.09,-5.69,-7.77,-8.32,-6.35,-5.06,-5.53,-3.16,-3.62,-6.87,-6.23,-5.11
199010,-3.95,-1.03,-0.09,-4.67,-1.29,-0.69,-1.82,0.62,-5.64,-4.19,-3.01,0.19,-0.16,-1.02,-1.94,-1.67,0.28,0.98
199011,7.71,6.28,7.24,8.14,6.17,6.61,7.28,6.68,11.28,6.58,7.15,5.35,8.25,5.58,6.26,8.55,7.12,6.21
199012,1.84,2.59,3.86,2.18,2.06,3.01,2.34,4.39,3.86,1.31,1.39,2.62,2.53,3.31,2.08,2.66,3.77,5.04
